CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
857910347,5/8/2019,19:45:00,,,73,5/8/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,OTHER,N.Y. POLICE DEPT,,,1007700,180317,40.66158238,-73.91547882
853525791,5/8/2019,13:20:00,,,43,5/8/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,,PARK/PLAYGROUND,N.Y. POLICE DEPT,,,1022239,242799,40.83302909,-73.86272193
460079594,5/7/2019,20:00:00,,,42,5/7/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1014875,244467,40.83763587,-73.88932532
742159825,5/7/2019,18:24:00,,,44,5/7/2019,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,,STREET,N.Y. POLICE DEPT,,,1007617,241317,40.82901222,-73.91556606
651220062,5/7/2019,16:38:00,,,122,5/7/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,,,958052,148351,40.57383468,-74.09430484
616555683,3/3/2019,9:00:00,5/2/2019,15:00:00,109,5/7/2019,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,QUEENS,INSIDE,MAILBOX OUTSIDE,N.Y. POLICE DEPT,,,1031610,225519,40.78555509,-73.82898027
511322565,5/6/2019,17:28:00,5/6/2019,17:30:00,42,5/6/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,,OTHER,N.Y. POLICE DEPT,,,1016250,245070,40.83928606,-73.88435331
430816701,5/6/2019,15:00:00,,,44,5/6/2019,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ATTEMPTED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1005652,240532,40.8268626,-73.92266898
833551297,5/4/2019,19:39:00,5/4/2019,19:42:00,83,5/6/2019,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1004737,195069,40.70208061,-73.92611373
799981466,5/5/2019,17:20:00,5/5/2019,17:35:00,79,5/5/2019,359,OFFENSES AGAINST PUBLIC ADMINI,750,RESISTING ARREST,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,996422,188236,40.68334095,-73.95611467
642431556,5/5/2019,0:15:00,5/5/2019,0:48:00,60,5/5/2019,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,990922,149184,40.5761573,-73.9759838
803633992,5/4/2019,22:30:00,,,23,5/5/2019,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,998730,226827,40.78926022,-73.94771
602800587,5/4/2019,16:10:00,5/4/2019,16:15:00,25,5/4/2019,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,,,1000614,230604,40.79962378,-73.94089713
267299954,5/4/2019,13:15:00,5/4/2019,13:18:00,40,5/4/2019,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1008225,233523,40.80761826,-73.91339693
530847798,8/6/2006,14:10:00,,,,8/6/2006,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,NA,,,,,
853347041,5/3/2019,21:00:00,5/4/2019,6:00:00,52,5/4/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1019706,259126,40.87785233,-73.87178898
143935650,5/3/2019,17:30:00,5/4/2019,8:45:00,46,5/4/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1006728,248263,40.84807927,-73.91875514
848620207,5/3/2019,18:40:00,,,1,5/3/2019,358,OFFENSES INVOLVING FRAUD,705,"FORGERY,ETC.-MISD.",COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,,,983628,201465,40.71965981,-74.00224532
842207216,7/8/2014,15:35:00,,,41,7/8/2014,113,FORGERY,725,"FORGERY,M.V. REGISTRATION",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1013019,235196,40.81219587,-73.89607249
299842712,5/2/2019,17:05:00,,,70,5/2/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,995524,172984,40.64147877,-73.95937795
829970648,5/2/2019,14:00:00,,,50,5/2/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1014808,260884,40.88269581,-73.8894926
929988291,2/4/1991,0:00:00,5/24/1991,23:59:00,44,5/2/2019,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1006434,244344,40.83732351,-73.91983076
291818042,5/1/2019,18:25:00,,,122,5/1/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,,STREET,N.Y. POLICE DEPT,,,965746,154361,40.59035034,-74.06662567
724900321,5/1/2019,5:30:00,5/1/2019,5:34:00,48,5/1/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,,STREET,N.Y. POLICE DEPT,,,1017324,246759,40.84391791,-73.88046355
704335238,4/30/2019,11:35:00,,,109,5/1/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,,,1031787,218498,40.76628337,-73.82839077
396280143,4/29/2019,10:00:00,,,75,5/1/2019,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,OTHER,N.Y. POLICE DEPT,,,1018964,180224,40.66129012,-73.87487965
553083151,4/30/2019,23:45:00,,,73,4/30/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,INSIDE,,N.Y. HOUSING POLICE,,WOODSON,1011275,181310,40.66429776,-73.9025892
357768393,4/30/2019,13:00:00,,,106,4/30/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,CHAIN STORE,N.Y. POLICE DEPT,,,1032502,186065,40.67725891,-73.82604211
226681213,4/30/2019,8:00:00,,,42,4/30/2019,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1010307,242068,40.83106597,-73.90584298
709659474,4/28/2019,22:00:00,4/29/2019,1:30:00,114,4/29/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,,,1011572,220274,40.77124361,-73.90136052
843627495,4/28/2019,20:00:00,4/28/2019,20:48:00,9,4/28/2019,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,INSIDE,STREET,N.Y. POLICE DEPT,,,990028,203700,40.72579248,-73.9791553
700239850,4/28/2019,1:45:00,,,77,4/28/2019,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,,,1005789,182848,40.66853427,-73.92235869
137217394,7/1/2017,5:00:00,7/8/2017,6:00:00,84,7/14/2017,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER,DEPT OF CORRECTIONS,,,,,,
849144343,4/7/2019,14:04:00,,,41,4/28/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1013621,238196,40.82042804,-73.89388461
353485258,4/27/2019,16:45:00,,,88,4/27/2019,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,,,992190,191826,40.69319948,-73.97136913
211657408,4/27/2019,8:00:00,,,106,4/27/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,,,1029746,183035,40.66895685,-73.83599854
545573328,4/27/2019,4:04:00,,,14,4/27/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,,,985946,212183,40.74907794,-73.9938804
874827796,4/27/2019,2:36:00,4/27/2019,3:03:00,45,4/27/2019,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,OTHER,,,1032380,259229,40.87807502,-73.82595788
692930856,4/27/2019,2:00:00,4/27/2019,8:00:00,49,4/27/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1024150,255021,40.8665664,-73.8557435
820051883,4/26/2019,9:00:00,4/27/2019,14:30:00,105,4/27/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,,,1066049,212331,40.749106,-73.70477921
970788695,4/26/2019,16:25:00,4/26/2019,16:35:00,41,4/26/2019,113,FORGERY,725,"FORGERY,M.V. REGISTRATION",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1014852,237687,40.8190268,-73.88943936
990507651,4/26/2019,14:50:00,,,114,4/26/2019,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,,,1008642,214500,40.75540404,-73.91195967
437863296,4/25/2019,20:00:00,4/25/2019,23:45:00,1,4/26/2019,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",ATTEMPTED,MISDEMEANOR,MANHATTAN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,,,982285,201682,40.72025522,-74.00709028
776978289,4/25/2019,19:58:00,4/25/2019,20:05:00,41,4/25/2019,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1011595,237123,40.81748946,-73.90120888
516806084,4/25/2019,2:51:00,,,83,4/25/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,1006253,191010,40.69093596,-73.92065944
978941254,4/25/2019,1:15:00,,4:25:00,61,4/25/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,1005245,155034,40.59219204,-73.9244062
374626539,4/24/2019,20:20:00,,,44,4/24/2019,113,FORGERY,725,"FORGERY,M.V. REGISTRATION",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1006578,244640,40.83813558,-73.91930937
986688285,4/23/2019,1:17:00,,,13,4/24/2019,116,SEX CRIMES,164,SODOMY 3,COMPLETED,FELONY,MANHATTAN,INSIDE,HOSPITAL,HEALTH & HOSP CORP,,,988874,207673,40.73669807,-73.98331603
623887459,4/23/2019,22:50:00,,,13,4/23/2019,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",ATTEMPTED,FELONY,MANHATTAN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,,,989617,206688,40.73399407,-73.98063574
167003486,4/22/2019,10:30:00,4/23/2019,10:35:00,105,4/23/2019,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,QUEENS,,BANK,N.Y. POLICE DEPT,,,1056495,185601,40.67582205,-73.73954734
336879897,4/22/2019,20:15:00,4/22/2019,20:15:00,48,4/22/2019,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,,STREET,N.Y. POLICE DEPT,,,1011751,246839,40.8441566,-73.90060545
801944731,4/22/2019,1:30:00,4/22/2019,1:37:00,114,4/22/2019,113,FORGERY,723,"FORGERY,DRIVERS LICENSE",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,,,1009426,219548,40.7692573,-73.90911096
245336411,4/20/2019,10:00:00,,,79,4/22/2019,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,1000557,187002,40.67994725,-73.9412087
690415719,4/20/2019,19:00:00,4/21/2019,6:45:00,103,4/21/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,,,1041975,193412,40.69736799,-73.79182698
637142257,4/20/2019,18:00:00,4/20/2019,18:06:00,48,4/20/2019,237,ESCAPE 3,742,ESCAPE 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,HOSPITAL,N.Y. POLICE DEPT,,,1014256,250228,40.85345024,-73.89153655
938505839,4/20/2019,14:20:00,,,18,4/20/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,,,991193,218032,40.7651294,-73.97493736
499886244,4/20/2019,13:10:00,,,18,4/20/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,,,988048,216131,40.75991355,-73.98629182
695330558,4/20/2019,12:30:00,,,44,4/20/2019,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1007530,244009,40.83640121,-73.91587109
234261539,4/19/2019,22:55:00,,,44,4/19/2019,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,,TUNNEL,N.Y. POLICE DEPT,,,1009713,244297,40.83718567,-73.90798097
920977574,4/18/2019,11:38:00,,,88,4/18/2019,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,991588,191285,40.69171508,-73.97354058
456960551,4/17/2019,22:00:00,4/18/2019,6:00:00,50,4/18/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,STREET,N.Y. POLICE DEPT,,,1012882,264897,40.89371668,-73.89644056
533629236,4/14/2019,18:00:00,4/16/2019,14:30:00,111,4/18/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,GAS STATION,N.Y. POLICE DEPT,,,1049797,216681,40.761181,-73.76339187
702868540,4/12/2019,0:00:00,,,45,4/18/2019,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BRONX,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,,,1032047,242037,40.83088999,-73.82728462
113765856,4/8/2019,15:00:00,4/15/2019,13:00:00,44,4/18/2019,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1006687,239755,40.82472739,-73.91893179
234063033,4/17/2019,1:00:00,4/17/2019,6:30:00,47,4/17/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1026844,265426,40.89511227,-73.84593723
869639871,4/16/2019,14:16:00,4/16/2019,14:20:00,42,4/16/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,FRONT OF,TUNNEL,N.Y. POLICE DEPT,,,1012952,242417,40.83201568,-73.89628364
405033572,4/15/2019,20:10:00,,,73,4/15/2019,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,,,1011827,179197,40.65849634,-73.90060815
164220074,4/3/2019,1:00:00,,,111,4/14/2019,104,RAPE,157,RAPE 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1048565,216315,40.76018548,-73.76784258
117947480,4/13/2019,20:08:00,,,105,4/13/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,STREET,N.Y. POLICE DEPT,,,1054315,199603,40.71427166,-73.74726088
234924126,4/13/2019,19:35:00,4/13/2019,19:40:00,62,4/13/2019,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,,,983527,157591,40.59923532,-74.00260497
523985311,4/13/2019,16:35:00,4/13/2019,16:45:00,84,4/13/2019,126,MISCELLANEOUS PENAL LAW,760,"BRIBERY,PUBLIC ADMINISTRATION",COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER,N.Y. POLICE DEPT,,,987309,190698,40.69010642,-73.98897094
380806366,4/13/2019,13:40:00,,,52,4/13/2019,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1017306,260717,40.88222844,-73.88045976
699557704,4/12/2019,20:00:00,4/13/2019,9:30:00,111,4/13/2019,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,QUEENS,INSIDE,SMALL MERCHANT,N.Y. POLICE DEPT,,,1047346,218410,40.76594448,-73.77222314
314870232,4/12/2019,17:50:00,,,83,4/12/2019,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,,,1000669,194339,40.70008542,-73.94078702
224262778,4/12/2019,8:25:00,,,44,4/12/2019,340,FRAUDS,707,"IMPERSONATION 2, PUBLIC SERVAN",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1006907,241006,40.82816046,-73.91813266
832493652,4/12/2019,0:58:00,4/12/2019,1:07:00,70,4/12/2019,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,998746,170263,40.63400552,-73.947774
650084821,2/7/2019,7:27:00,2/7/2019,8:27:00,47,4/12/2019,114,ARSON,263,"ARSON 2,3,4",COMPLETED,FELONY,BRONX,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,,,1025477,268551,40.90369587,-73.85086248
569689817,4/11/2019,14:07:00,,,69,4/11/2019,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1011709,170107,40.63354663,-73.90107045
473762978,4/10/2019,15:55:00,,,111,4/11/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,,STREET,N.Y. POLICE DEPT,,,1054492,207442,40.73578632,-73.74654059
457223575,4/10/2019,13:35:00,,,43,4/10/2019,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1021170,241240,40.82875462,-73.86659352
410874107,4/10/2019,11:30:00,4/10/2019,12:00:00,113,4/10/2019,113,FORGERY,725,"FORGERY,M.V. REGISTRATION",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,,,1046255,191589,40.69233534,-73.77640881
543423750,4/9/2019,18:30:00,,,42,4/10/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1012185,241495,40.82948751,-73.89905911
280083420,4/8/2019,7:00:00,,,52,4/10/2019,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BRONX,INSIDE,CONSTRUCTION SITE,N.Y. POLICE DEPT,,,1014258,256604,40.87095042,-73.89150077
906549266,4/9/2019,15:00:00,,,77,4/9/2019,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,1000659,184116,40.67202564,-73.94084798
157972141,4/9/2019,9:00:00,,,73,4/9/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,,OTHER,N.Y. POLICE DEPT,,,1008740,180522,40.66214225,-73.91172953
222999317,4/9/2019,8:40:00,,,23,4/9/2019,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,,,999452,229564,40.79677134,-73.94509646
964879327,4/8/2019,7:00:00,,,43,4/9/2019,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1020737,242192,40.83136939,-73.86815295
465886807,1/1/2019,0:01:00,,,103,4/9/2019,104,RAPE,153,RAPE 3,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1041749,196938,40.70704748,-73.7926119
653324234,4/8/2019,19:37:00,,,45,4/8/2019,126,MISCELLANEOUS PENAL LAW,762,"ESCAPE 2,1",COMPLETED,FELONY,BRONX,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,,,1032140,242004,40.83079891,-73.8269488
644952565,4/8/2019,14:55:00,,,47,4/8/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,,OTHER,N.Y. POLICE DEPT,,,1027526,267147,40.89983254,-73.84345929
647144070,4/8/2019,3:56:00,4/8/2019,4:37:00,73,4/8/2019,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1008276,183623,40.67065507,-73.91339092
375022053,4/7/2019,2:39:00,,,1,4/8/2019,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,OTHER,N.Y. POLICE DEPT,,,983666,203596,40.72550889,-74.00210842
180071573,3/24/2019,22:00:00,4/1/2019,18:00:00,109,4/8/2019,104,RAPE,155,RAPE 2,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1032198,217060,40.76233422,-73.82691731
158188449,4/7/2019,19:55:00,4/7/2019,20:46:00,48,4/7/2019,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,,,1017978,244925,40.83888164,-73.87810905
134189710,4/5/2019,17:45:00,,,40,4/5/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,,,1006699,233128,40.8065381,-73.9189106
283562645,4/5/2019,12:10:00,,,67,4/5/2019,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,,,1004776,178384,40.65628399,-73.92602389
846632103,4/4/2019,10:00:00,,,103,4/5/2019,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1047375,196774,40.70655899,-73.77232146
843547035,4/4/2019,20:31:00,,,52,4/4/2019,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,,,1015088,254260,40.864514,-73.88851051
155581387,4/4/2019,17:00:00,,,75,4/4/2019,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,,STREET,N.Y. POLICE DEPT,,,1020291,182660,40.6679711,-73.87008365
858833547,3/30/2019,21:35:00,,,49,4/4/2019,116,SEX CRIMES,596,OBSCENE MATERIAL - UNDER 17 YE,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,,,1027295,251236,40.85616296,-73.84439712
194535480,4/3/2019,15:40:00,,,49,4/3/2019,126,MISCELLANEOUS PENAL LAW,117,RECKLESS ENDANGERMENT 1,COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,,,1023648,253055,40.86117259,-73.85757003
834211289,4/3/2019,10:40:00,,,44,4/3/2019,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,,,1006440,240227,40.82602352,-73.91982269
176478389,4/3/2019,10:00:00,,,71,4/3/2019,341,PETIT LARCENY,347,PETIT LARCENY-CHECK FROM MAILB,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,STREET,N.Y. POLICE DEPT,,,998276,180908,40.66322449,-73.94944522
